tweets,Sentiment_type
"@officialBovi thank you for this🤘🏽❤️ #201020 #EndSARS
#14thheadiesaward https://t.co/xjQebfuHJJ",Neutral
"For me this the Best Outfit for the  #14thHeadies
God bless Bovi
 #EndSARSBrutality 
#EndSARS https://t.co/h2pwruTz07",Positive
#EndSARS #14thHeadies twitter.com/ThatSocialist5…,Neutral
"A picture that worth millions of words.

Bovi showing is own support for the #EndSARS on Hiptv.

Wizkid|#14thHeadies|Bella|Iyabo Ojo|Desmond Elliot|Joeboy|LASU|Brymo https://t.co/IalUhWj3rS",Positive
"If this is the only message Headies passed tonight, it's enough. Thank you Bovi. 

#14thHeadies #EndSARS https://t.co/OcjbFR49oX",Neutral
"#14headiesaward #EndSARS 

Just Retweet !!! https://t.co/mxZHVF6aZk",Neutral
"Bovi's shirt @ #14thHeadies award speaks louder. #EndSARS

#14thHeadies
#14thheadiesaward https://t.co/lAqalc9OEq",Neutral
"This has to be the most memorable moment for the #14thHeadies

KINDLY RT NOW #EndSARS https://t.co/sqSd1HXDgn",Positive
"#EndSars ✊🏿♥️

#14thHeadies twitter.com/GistReel/statu…",Neutral
"Bovi repping Nigeria youths at 14headies award✊🏾🔥
#EndSARS #EndPoliceBrutalityinNigeria #14thHeadies #14HeadiesWithfearless #14headiesaward https://t.co/A2ySGjcy00",Neutral
Opening performance at the 2021 Headies awards night reminded the world of the pain endured by Nigerians and the #LekkiMassacre. #EndSARS #ReformTheSystem https://t.co/BS5fLeSQhG,Neutral
@one_dosh The first performance for the night and this Bovi’s outfit says it all                                                                       Tiri gbosa for all our fallen #EndSARS heroes                                    #14thHeadies,Positive
"This is officially a Bovi stan account.

Very bold of him.. The best dressed by miles.
#the14thheadies #EndSARS. https://t.co/c6NoIX3Ys9",Positive
"@GistReel @officialBovi He deserve it
#EndSARS",Neutral
@omokehinde___ Valid #ENDSARS,Neutral
"Best dressed goes to @officialBovi 
#HeadiesAward 
#EndSARS https://t.co/QFO4cRTa0F",Positive
#14headiesaward #EndSARS #occupyNigeria #EndBadGovernanceInNigeria @officialBovi https://t.co/XWw1Cs7lji,Neutral
"@officialBovi for #14Headies 
#EndSARS 
#EndBadGovernanceInNigeria https://t.co/geGZheOBGX",Neutral
"The Best Dressed Awards (Male Category) tonight goes to Bovi
So patriotic!
Thank you Bovi!
God bless you
#14thHeadies
#EndSARS https://t.co/X7T8sC06Nt",Positive
@Gistloversblog1 #EndSARS,Neutral
BEST DRESSED #the14thheadies #HeadiesAward #Headies2021 #endsars https://t.co/5YAM41FWyv,Positive
If you understand what Bovi did here just RT 🔄and Like ❤️  #14thHeadies #EndSARS https://t.co/VCuaLwu3Dw,Neutral
"Bovi the GOAT 🐐 
#14thHeadies 
#EndSARS https://t.co/vXsVLYESpC",Neutral
"#Bovi 
#Headies2021 
#EndSARS 
Nigeria my country https://t.co/ViqzXOIooO",Neutral
Bovi #HeadiesAward #Endsars,Neutral
#EndSARS ✊🏾👏🏾 twitter.com/MaziIbe_/statu…,Neutral
"@officialBovi killed it tonight.
Strong message there.
#EndSARS 
#14thHeadies 
#14thheadiesaward https://t.co/PUJYCfVeOI",Positive
"Bovi is the best dressed for me. The protest to #EndSARS continues! Our Youths didn't die in vain!!
#14thHeadies https://t.co/mfslJ6GFD2",Positive
"@mellowtotheworld
Wrote this during the #endsars protest and the Lekki massacre but I didn’t put it out cos I thought there would be a change.
 
produced by me🔥🔥

Watch and enjoy! @krazytunezmusic

#14thHeadies #Wizkid https://t.co/cdwEwQBKSG",Positive
"#14thHeadies Bovi burst my brain 
#EndSARS https://t.co/B1gHDwZqzh",Neutral
"Thanks Bovi
No clearer msg than this. 
#Bestdressed 
#14thHeadies
#EndSARS https://t.co/Zx203DE1jU",Positive
"@SmartAtuadi Soro Soke🗣✊🏾 #EndSARS  #LekkiMassacre #OccupyLekkiTollGate
#EndPoliceBrutalityinNigeraNOW 
#EndBadGovernanceinNIGERIA @TheTraxapparel",Neutral
"Bovi's shirt...😭 
The Nigerian flag with blood stains.#Endsars twitter.com/_iamtomi/statu…",Neutral
"Best Outfit for the  #14thHeadies
God bless Bovi #EndSARS https://t.co/twyXG8viWf https://t.co/Ijwd087evd",Positive
"I agree ✌️
#EndSARS 
#LekkiMassacre twitter.com/iamvictor__/st…",Neutral
The message is still clear #EndPoliceBrutalityinNigeraNOW  #EndSARS BOVI ❤️ https://t.co/TW7Q5M0stX,Positive
Bovi represented the Nigerian youths at Headies. #EndSARS https://t.co/EdvaNu7Uwq,Neutral
The goosebumps  #EndSARS twitter.com/Chief_umar/sta…,Neutral
"Kinda wish @brainbillz perform #EndSARS on #14thHeadies 🤣🤣 
Laycon be mad🔥🔥
ditto.fm/endsars",Neutral
"Bovi dressing passing a very important message is actually a great thing👍🏿

#EndSARS",Positive
"Thank you @officialBovi
#EndSARS
 #14thHeadies https://t.co/UrobI2eO7r",Neutral
"I love you @officialBovi 

#EndSARS 
#LekkiMassacre",Positive
"#EndSars
#14thHeadies twitter.com/Bae_Thessie/st… https://t.co/jRyd1Vv4dl",Neutral
"#endsars 
#endsars #14thHeadies https://t.co/KYgf6VPdgq",Neutral
"What a reminder from #Bovi of those we lost along the way. Till today, no body claim responsibility of #LekkiMassacre.
We need nothing but justice. 
#EndSARS #headies #HeadiesAward #14Headies https://t.co/ecbChpX45A",Neutral
@holardamolar #EndSARS,Neutral
"#EndSARS 
#LekkiMassacre https://t.co/e6fIazXDnM",Neutral
"Best Outfit for the  #14thHeadies
God bless Bovi #EndSARS https://t.co/AYgZFHwYku",Positive
#14thHeadies  #EndSARS https://t.co/t4kUAvCOao,Neutral
"Bovis nailed it!

@officialBovi na Ose you be!

#EndSARS https://t.co/bibYj2oqzK",Neutral
The message clear #EndSARS https://t.co/saSQoBi9pm,Positive
"Even Brother Bovi knows the pain putting that cloth onbbut he just has to it. 
Never forgotten!🙏 Always in our hearts! ❤

It'll be so bad of you that this post came to your TL and you scroll past. 

Keep Retweeting aggressively🙏🙏🔥🔥💪💪
#14thHeadies #EndSARS https://t.co/T0G5FkUtqH",Negative
"Honestly Bovi God bless you!
That's the tweet.
#14thHeadies
#EndSARS https://t.co/yLZIUEgphX",Positive
"#EndSARS 
God bless bovi twitter.com/iamvictor__/st…",Neutral
"@oapaynigeria #EndSARS 
We will never forget
 Kudos to Bovi 👏👏",Neutral
"#14thHeadies
Thank you @officialBovi 
We will never forget.
#EndSARS https://t.co/cyXqVmFpKj",Neutral
Abeg make #EndSARS sef follow #14thHeadies trend make World for see people wey Dey make am and inspire Nigerians And Africans without government support or resources,Neutral
@Auntyadaa Best dressed #EndSARS,Positive
"Bless Bovi 👏🏻
#EndSARS https://t.co/eau26SGrHK",Neutral
"This is why Bovi is trending 

#14thHeadies
#EndSARS https://t.co/lmgesfWrna",Neutral
This is the tweet. Retweet if it makes an impression guys #14thHeadies #EndSARS https://t.co/Xytj0WTfcl,Neutral
This is the photo and outfit of the night... #EndSARS #14thHeadies https://t.co/C2HnynTsP6,Neutral
#EndSARS #EndPoliceBrutality #EndBadGovernance #EndBadBehaviour #OkorochaInPoliceNet twitter.com/YemieFASH/stat…,Neutral
"Gone but never forgotten 
20.10.20

#14headiesaward #EndSARS #14Headies https://t.co/xcYoJ3wq1h",Neutral
"Loud and clear
#sorosoke 
#EndSARS 
#EndBadGovernanceInNigeria twitter.com/Sanfrancisco00…",Positive
"Not everyone knowa why bovi is putting on this clothe. 
In respect to our fallen heroes.
#Oct14th #endsars #14thHeadies https://t.co/0S8D4i3Vz5",Neutral
Bovi is actually passing a message across from his dressing tonight. #EndSARS https://t.co/ci7gVOlbEy,Neutral
"Bovi did the lords work sha. 
The highlight of the show for me. 
A true king❤️❤️
#EndSARS https://t.co/MwuheolesG",Positive
"We haven't forgotten, don't say anything just retweet and keep it going #EndSARS 
#14Headies
@officialBovi ❤️👏🏽👏🏽 https://t.co/mvK2QeAjvd",Neutral
#EndSARS https://t.co/6M5SwA4dAy,Neutral
"@zeezish_ Soro Soke🗣✊🏾 #EndSARS  #LekkiMassacre #OccupyLekkiTollGate
#EndPoliceBrutalityinNigeraNOW 
#EndBadGovernanceinNIGERIA",Neutral
One picture yet a million words✊🏾✊🏾✊🏾✊🏾 #EndSARS https://t.co/kfWu2ePg9R,Neutral
"Bovi, nah man you be.

#EndSARS

#14thHeadies https://t.co/WHVzg54hIo",Neutral
Best dressed at the 14thHeadies goes to Bovi....he makes us remember the #EndSARS movement and what happened at the lekki toll gate. https://t.co/mawLLArUB2,Positive
"Today another hero has pronounced itself❗️Thank you Bovi 
#14thHeadies 
#EndSARS https://t.co/6SGa6pRBT5",Neutral
Thank you Bovi! We will never forget!! #endsars #14thheadiesaward https://t.co/nBTn77jtQe,Neutral
Naa Bovi is the real mvp for this. Pack all the award put am for him head ooh... #EndSARS #14Headies https://t.co/UoXVIHc2t2,Positive
@DE_COMMUNICATOR @Alex_Houseof308 @toolzbeib @DONJAZZY @fahard_ishaq @folajoseph @Nappyblaze @davvydmoore @officialBovi @Tisefunmi_ #EndSARS,Neutral
"Word so deep 
#JusticeForBilliriMuslimsEndsars   
#EndSARS 
#EndBadGovernanceInNigeria 
#SecureNorth 
#OrluAirAttack 
#BuhariMustGo 

A deeply polarized nation... Only God can help us all. twitter.com/AishaYesufu/st…",Neutral
@DE_COMMUNICATOR @Alex_Houseof308 @toolzbeib @DONJAZZY @fahard_ishaq @folajoseph @Nappyblaze @davvydmoore @officialBovi @Tisefunmi_ #Endsars,Neutral
"#EndSARS 
The only thing that made sense to me at #14thHeadies https://t.co/oKxyykKPov",Neutral
"Seeing Bovi with the #EndSARS sign on his top makes him different from other celebrities at the #14thHeadies.

Bovi got a soft spot in my heart right now. ✊❤️",Positive
"@mrmacaronii Soro Soke🗣✊🏾 #EndSARS  #LekkiMassacre #OccupyLekkiTollGate
#EndPoliceBrutalityinNigeraNOW 
#EndBadGovernanceinNIGERIA",Neutral
Bovi’s outfit doing the Lord’s work.The fight continues..#EndSARS #EndSarsNow #EndSARS #14thHeadies #14thheadiesaward https://t.co/iQgLw31Gn6,Neutral
Don't say anything just RT @officialBovi  #14thHeadies #EndSARS https://t.co/9ge1sFw4Tq,Neutral
"Bovi representing us well 
#EndSARS #14thHeadies #HeadiesAward #Headies2021 https://t.co/c3tzzyAGlu",Neutral
"A True representation of our plight!
#EndSARS #14thHeadies https://t.co/B2kdleIaHU",Positive
I heard her mum killed an innocent university student. #EndSARS twitter.com/glitzy_cynthia…,Positive
"Bovi nah man you be no be by say nah you be the host but baba most people no understand the cloth wey you put on ooooo, nah man you be senior man ✊ #EndBadGovernanceInNigeria #EndSARS that flag is stained already!! Needs to be clear to us "" GREENWHITEGREEN "" nai be the colour 💯 twitter.com/Waynetipsy/sta…",Positive
"There are many ways to lend your voice to #EndSARS 

Thank you Bovi for reminding everyone of this

   #4thHeadies https://t.co/Xa6CfdNlgm",Positive
"Shout out to @officialBovi  on this one.

And to everyone we lost, may their brave souls Rest In Power!!

We won't forget.

#14thHeadies  #EndSARS #EndPoliceBrutalityinNigeraNOW https://t.co/j2DLdJRBaQ",Positive
"Big shoutout to Bovi on this✊🏽
#EndSARS https://t.co/8ogfRDRaX5",Neutral
Bovi really making my day much love for you 😘 #EndSARS #Bovi #Starboy #wizkid #14thHeadies https://t.co/xAGlZJqbyF,Positive
"Bovi. Take away sleep from the eyes of our oppressors!!! Yasss do it. 

#EndSARS 
#14thHeadies https://t.co/XBIgvSMVxr",Neutral
#EndSARS #LekkiMassacre #14thHeadies #14thHeadieswithFearless 201020. We'll never forget. Weldon Bovi. This is an honour to the unjustly slained. https://t.co/EFJSQq3jbR,Neutral
"I feel like crying😢😢...Bovi you are a winner for this shirt you wear my BEST DRESS.😭😭 may all soul we lost that never b in vain  #endsars 
#EndBadGovernanceInNigeria
#14thHeadies https://t.co/aqB24aYLUs",Positive
"Seeing Bovi in this shirt tonight just reminded me of this guy in the second frame and I'm like - ""Did this dude really die in vain""? Gosh!! 😢 😓,

#14thHeadies
#EndSARS
#14thheadiesaward
 Bella https://t.co/hMlFOVWUOF",Positive
"E be thing, mo Settle this 🤝🤝

Best male outfit goes to 

 Bovi.    OR.    Desmond Elliot  

#EndSARS #14thHeadies https://t.co/QCWVElaysD",Positive
"#HeadiesAward
PhotoSpeak

Bovi wearing the #EndSARS , Lekki Massacre shirt at the #Headies

#headies2021 https://t.co/bQP1VVTl29",Neutral
#Headies2021 @LadiPoe ft @SympLySimi wins best collaboration #EndSARS #The14thHeadies,Positive
Big up @officialBovi #EndSARS twitter.com/CrownHod/statu…,Neutral
Best dressed goes to @officialBovi . God bless you for lending your voice. We will never forget and history will never be rewritten. #EndSARS,Positive
#EndSARS #14thHeadies https://t.co/IY93pPvDj3,Neutral
When you see this biko just retweet.. this is a very strong message🙏.. #EndSARS https://t.co/eCildBWH4P,Positive
#EndSars twitter.com/Alex_Houseof30…,Neutral
@omokehinde___ #EndSARS,Neutral
"@officialBovi thank you
#EndSARS https://t.co/0hHCsC8M71",Neutral
Bovi we will never forget 🙌🙌 #EndSARS @officialbovi #14thheadies #Headies https://t.co/xDsU79AqTl,Neutral
This one na shut up! Bovi suppose collect all the awards for this Headies! #EndSARS https://t.co/PxaNWYVKPn,Neutral
"@bidemitweets @the_mgician I gat u covered boss 
#EndSARS https://t.co/MJaV1PlPdV",Neutral
@uncleboluW #EndSARS,Neutral
This picture of @officialBovi’s outfit to #HeadiesAwards deserves all the retweets. #EndSARS https://t.co/V9X0odnt1O,Neutral
"Best Outfit for the  #14thHeadies
God bless Bovi #EndSARS https://t.co/ZPmNjxAgWT",Positive
@DE_COMMUNICATOR @Alex_Houseof308 @toolzbeib @DONJAZZY @fahard_ishaq @folajoseph @Nappyblaze @davvydmoore @officialBovi @Tisefunmi_ Na man you be #EndSARS,Neutral
"Never Forget 🩸😢🇳🇬 How they Killed Unarmed Peaceful Protesters in Nigeria 20-10-20, The Lekki Toll Gate Massacre!! in Lagos -  #14thHeadies #EndSARS twitter.com/oyimzy/status/…",Positive
"Putting on this to Headies is a good message, that we don't forget the life lost in 20/10/20😰😰😰.         We won't forget this bro... We are coming back stronger.. #EndSarz,💔💔💔 #EndBadGovernance😰😰💔.... I love  Bovi❤️ @officialBovi  #EndSARS #EndBadGovernanceInNigeria https://t.co/d1DK8wOEFr",Positive
"The best outfit of tonight's ceremony 
Winner; B O V I
#EndSARS https://t.co/OvvDSsp57J",Positive
"Someone came with the Message.
#Bovi #14thHeadies #weneverforget #EndSARS #EndBadGovernanceInNigeria #TnB https://t.co/fiKtSo1sVq",Neutral
"@officialBovi We hear you LOUD &amp; CLEAR  King👑.......
Thank you!!
#EndSARS https://t.co/iYSIKxhkDN",Positive
"It's the shirt for us! 🙌🏽🙌🏽
 #EndSARS  #14thHeadies https://t.co/Q7AzNZqrd0",Neutral
"I love this #EndSARS
 #14thHeadies https://t.co/UgcygG4dSZ",Positive
"That we may never forget!

#EndSARS 
#October20 
#WhoGaveTheOrder 
#TheHeadies https://t.co/dtKcU4T3Or",Neutral
"#14thHeadies we will never forget 
#EndSARS 
Don't say a word just retweet this. https://t.co/yVhO0QUGr0",Neutral
#EndSARS #EndPoliceBrutality #EndSarsNow #EndSARSImmediately #EndSARS #EndPoliceBrutality #EndSarsNow #EndSARSImmediately #EndSARS #EndPoliceBrutality #EndSarsNow #EndSARSImmediately #EndSARS #EndPoliceBrutality #EndSarsNow #EndSARSImmediately #EndSARS #EndPoliceBrutality,Neutral
Thank you Bovi #EndSARS #14thHeadies https://t.co/zobgXpBnu4,Neutral
"God bless bovi for this, we'll never forget 20-10-2020
#EndSARS #14thHeadies https://t.co/mgbqyEWlia",Neutral
#Headies2021 wetin @itsLaycon wear for leg bikonu... nice performance though #EndSARS #The14thHeadies,Positive
I don't know how well to describe it. But this is a beautiful way to show solidarity with the #EndSARS  movement. I feel white shirts with the stained flags should be printed in millions. https://t.co/5wLHusArmb,Positive
"Best Outfit for the  #14thHeadies
God bless Bovi #EndSARS 
#14thHeadies https://t.co/wg61Mta1Ya",Positive
"#EndSARS 

#HeadiesAward https://t.co/vLgyGm80vm",Neutral
OBOB bovi suppose collect award ASAP! #EndSARS twitter.com/_iamtomi/statu…,Neutral
"Thank you @officialBovi . 
#EndSARS https://t.co/mKrrjwltgu",Neutral
@Alex_Houseof308 #Endsars,Neutral
#EndSARS  #14thHeadies https://t.co/RDSM4IZOC3,Neutral
"This is to remind us all that the FIRST LADY IS STILL MISSING..
#WhereisAishaBuhari
#EndSARS 
#LekkiMassacre #14thHeadies",Positive
"#14thHeadies
#EndSARS 🥋🥋🥋🥋🥋 i #EndSARS statue 🗿🗿 🗿🗿
#EndSARS home 🏘️🏘️🏘️🏡🏡
#EndSARS bed 🛌🛌 🛏️🛏️🛌🛏️
Well done bovi 🍼🍼 🍼🍼🍼🍼 https://t.co/ydGmugk1o8",Neutral
We will never forget #EndSARS twitter.com/glitzy_cynthia…,Neutral
God Bless you @officialBovi #EndSARS twitter.com/MaziIbe_/statu…,Neutral
"We can't forget the victims of the Lekki Toll Gate Massacre!! Bovi passed a strong message at the Headies award with his shirt

#14thHeadies #EndSARS https://t.co/lpi9jKuth9",Positive
"A thousand words,! #EndSARS twitter.com/MaziIbe_/statu…",Neutral
"FEM was everyone's favorite song during #EndSARS protest oo
But it's ok #14thHeadies",Positive
Just Retwet. #Endsars #14Hadies twitter.com/Oladapomikky/s…,Neutral
Best dressed at the @The_Headies awards @officialBovi the message is clear and loud🤲🏽🖤🇳🇬 #EndSARS ✊🏽 https://t.co/yQEyZHc2xo,Positive
